
    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"TABLE 1",	"GEO",	"Table 1 in the paper provides the number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.",	1
1,	"NEGATIVE EXAMPLES",	"CONCEPT",	"Negative examples are discussed in the paper as significantly outnumbering positive ones, causing a severe data imbalance issue.",	0
2,	"POSITIVE EXAMPLES",	"CONCEPT",	"Positive examples are discussed in the context of data imbalance, where they are significantly outnumbered by negative examples.",	0
3,	"IMAGE_1",	"ORI_IMG",	"The image is a table labeled 'Table 1: Number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.' The table is structured with four main columns: Task, # neg, # pos, and ratio. Each row represents a different NLP task and contains the following values: \n- For CoNLL03 NER, the number of negative examples (# neg) is 170K, the number of positive examples (# pos) is 34K, and the ratio is 4.98. \n- For OntoNotes5.0 NER, the number of negative examples (# neg) is 1.96M, the number of positive examples (# pos) is 239K, and the ratio is 8.18. \n- For SQuAD 1.1 (Rajpurkar et al., 2016), the number of negative examples (# neg) is 10.3M, the number of positive examples (# pos) is 175K, and the ratio is 55.9. \n- For SQuAD 2.0 (Rajpurkar et al., 2018), the number of negative examples (# neg) is 15.4M, the number of positive examples (# pos) is 188K, and the ratio is 82.0. \n- For QUOREF (Dasigi et al., 2019), the number of negative examples (# neg) is 6.52M, the number of positive examples (# pos) is 38.6K, and the ratio is 169. \nThe table highlights the significant data imbalance in these NLP tasks, with the number of negative examples far exceeding the number of positive examples.",	6
4,	"DATA IMBALANCE",	"CONCEPT",	"Data imbalance is a central issue in the paper, referring to the problem of negative examples significantly outnumbering positive ones in NLP tasks.",	0
5,	"QUOREF",	"EVENT",	"Quoref is a QA dataset that tests the coreferential reasoning capability of reading comprehension systems."<SEP>"Quoref is a dataset used for machine reading comprehension tasks."<SEP>"Quoref is a dataset used in the task of question answering, mentioned in the context of evaluating model performance.",	4
6,	"+POSITIVE & NEGATIVE",	"EVENT",	"The performance metric of the BERT model after adding both positive and negative examples to the training dataset. Positive and negative augmentation refers to the process of augmenting the original training data with additional positive and negative examples while maintaining the same data distribution.",	5
7,	"-NEGATIVE",	"EVENT",	"The performance metric of the BERT model after removing negative examples from the training dataset. Negative downsampling is the process of reducing the number of negative examples to balance the training set.",	5
8,	"ENGLISH QUOREF",	"GEO",	"QuoRef MRC is an English dataset used for experiments to test the effect of hyperparameters in Tversky Index. The table contains performance metrics for the English QuoRef dataset.",	3
9,	"+POSITIVE",	"EVENT",	"The performance metric of the BERT model after adding positive examples to the training dataset. Positive augmentation refers to the process of creating a balanced dataset by adding positive examples to the original set.",	6
    ```
    -----Relationships-----
    ```csv
    "id",	"source",	"target",	"description",	"weight",	"rank"
40,	"+POSITIVE & NEGATIVE",	"BERT+DL",	"Incorporating both types of examples results in the highest performance for BERT+DL at 93.52.",	9.0,	21
41,	"BERT+FL",	"ORIGINAL",	"BERT+FL improves the original performance by 0.56 points, bringing the score to 91.86.",	8.0,	21
42,	"+POSITIVE",	"BERT+FL",	"With positive examples, BERT+FL's performance further improves to 92.64, showing a consistent trend of enhancement.",	7.0,	21
43,	"-NEGATIVE",	"BERT+DL",	"Eliminating negative examples improves BERT+DL's performance to 90.49.",	7.0,	21
44,	"+NEGATIVE",	"BERT+DL",	"Negative examples cause a minor decline in BERT+DL's performance, dropping to 90.22.",	6.0,	21
45,	"BERT+DL",	"SST-5",	"The BERT+DL model was tested on the SST-5 dataset.",	9.0,	20
46,	"BERT+DL",	"SST-2",	"The BERT+DL model was tested on the SST-2 dataset.",	9.0,	20
47,	"+POSITIVE & NEGATIVE",	"BERT+FL",	"Combining both positive and negative examples yields the best performance for BERT+FL at 93.45.",	9.0,	20
48,	"-NEGATIVE",	"BERT+FL",	"Removing negative examples leads to a notable increase in BERT+FL's performance, reaching 90.79.",	7.0,	20
49,	"+NEGATIVE",	"BERT+FL",	"Adding negative examples results in a slight drop in performance for BERT+FL, reducing the score to 90.61.",	6.0,	20
50,	"BERT+FL",	"DICE LOSS (DL)",	"Dice loss and focal loss are both used to address the issue of easy-negative examples dominating training in imbalanced datasets.",	6.0,	19
51,	"BERT-TAGGER (DEVLIN ET AL., 2018)",	"IMAGE_6",	"BERT-Tagger (Devlin et al., 2018)是从image_6中提取的实体。",	10.0,	17
52,	"+POSITIVE",	"IMAGE_10",	"+ positive是从image_10中提取的实体。",	10.0,	16
53,	"BERT-MRC+DSC",	"IMAGE_5",	"BERT-MRC+DSC是从image_5中提取的实体。",	10.0,	16
54,	"IMAGE_10",	"ORIGINAL",	"original是从image_10中提取的实体。",	10.0,	16
55,	"BERT+FL",	"SELF-PACED LEARNING",	"Self-paced learning and focal loss both involve dynamic weight adjustment during training, but they have different focuses and methods.",	5.0,	16
56,	"+NEGATIVE",	"IMAGE_10",	"+ negative是从image_10中提取的实体。",	10.0,	15
57,	"+POSITIVE & NEGATIVE",	"IMAGE_10",	"+ positive & negative是从image_10中提取的实体。",	10.0,	15
58,	"BERT-MRC+DSC",	"IMAGE_6",	"BERT-MRC+DSC是从image_6中提取的实体。",	10.0,	15
59,	"ENGLISH ONTONOTES 5.0",	"IMAGE_6",	"English OntoNotes 5.0是从image_6中提取的实体。",	10.0,	15
60,	"-NEGATIVE",	"IMAGE_10",	"- negative是从image_10中提取的实体。",	10.0,	15
61,	"BERT-MRC+DSC",	"ENGLISH CONLL 2003",	"BERT-MRC+DSC was evaluated in the English CoNLL 2003 event.",	8.0,	15
62,	"BERT-MRC+DSC",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC+DSC model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	14
63,	"BERT-MRC+DL",	"IMAGE_5",	"BERT-MRC+DL是从image_5中提取的实体。",	10.0,	13
64,	"BERT-MRC+FL",	"IMAGE_5",	"BERT-MRC+FL是从image_5中提取的实体。",	10.0,	13
65,	"IMAGE_10",	"TABLE 8",	"IMAGE_10" is the image of "TABLE 8".",	10.0,	12
66,	"BERT-MRC+DL",	"IMAGE_6",	"BERT-MRC+DL是从image_6中提取的实体。",	10.0,	12
67,	"BERT-MRC+FL",	"IMAGE_6",	"BERT-MRC+FL是从image_6中提取的实体。",	10.0,	12
68,	"BERT-MRC+DL",	"ENGLISH CONLL 2003",	"BERT-MRC+DL was evaluated in the English CoNLL 2003 event.",	8.0,	12
69,	"BERT-MRC+FL",	"ENGLISH CONLL 2003",	"BERT-MRC+FL was evaluated in the English CoNLL 2003 event.",	8.0,	12
70,	"IMAGE_11",	"SST-5",	"SST-5是从image_11中提取的实体。",	10.0,	11
71,	"BERT-MRC+DSC",	"IMAGE_7",	"BERT-MRC+DSC是从image_7中提取的实体。",	10.0,	11
72,	"IMAGE_11",	"SST-2",	"SST-2是从image_11中提取的实体。",	10.0,	11
73,	"BERT-MRC+DL",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC+DL model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	11
74,	"BERT-MRC+FL",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC+FL model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	11
75,	"CVT (CLARK ET AL., 2018)",	"IMAGE_6",	"CVT (Clark et al., 2018)是从image_6中提取的实体。",	10.0,	10
76,	"BERT-MRC (LI ET AL., 2019)",	"IMAGE_6",	"BERT-MRC (Li et al., 2019)是从image_6中提取的实体。",	10.0,	10
77,	"IMAGE_6",	"TABLE 3",	"IMAGE_6" is the image of "TABLE 3".",	10.0,	10
78,	"IMAGE_11",	"TABLE",	"Table是从image_11中提取的实体。",	10.0,	9
79,	"IMAGE_11",	"TABLE 8",	"IMAGE_11" is the image of "TABLE 8".",	10.0,	9
80,	"BERT-MRC+DSC",	"CHINESE MSRA",	"The model is evaluated on this dataset and achieves the highest F1 score.",	9.0,	9
81,	"BERT-MRC+DSC",	"CHINESE ONTONOTES 4.0",	"The model is evaluated on this dataset and achieves the highest F1 score.",	9.0,	9
82,	"BERT-MRC (LI ET AL., 2019)",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	9
    ```
    -----Sources-----
    ```csv
    "id",	"content"
0,	"results for Chinese POS datasets including CTB5, CTB6 and UD1.4.  

  
Table 4: Experimental results for English POS datasets.  

In Table 2, we summarize all the aforementioned losses. Figure 1 gives an explanation from the perspective in derivative: The derivative of DSC approaches zero right after $p$ exceeds 0.5, which suggests the model attends less to examples once they are correctly classified. But for the other losses, the derivatives reach 0 only if the probability is exactly 1, which means they will push $p$ to 1 as much as possible.  

# 4 Experiments  

We evaluated the proposed method on four NLP tasks, part-of-speech tagging, named entity recognition, machine reading comprehension and paraphrase identification. Hyperparameters are tuned on the corresponding development set of each dataset. More experiment details including datasets and hyperparameters are shown in supplementary material.  

# 4.1 Part-of-Speech Tagging  

Settings Part-of-speech tagging (POS) is the task of assigning a part-of-speech label (e.g., noun, verb, adjective) to each word in a given text. In this paper, we choose BERT (Devlin et al., 2018) as the backbone and conduct experiments on three widely used Chinese POS datasets including Chinese Treebank (Xue et al., 2005) $5.0/6.0$ and UD1.4 and English datasets including Wall Street Journal (WSJ) and the dataset proposed by Ritter et al. (2011). We report the span-level micro-averaged precision, recall and F1 for evaluation.  

# Baselines We used the following baselines:  

Joint-POS: Shao et al. (2017) jointly learns Chinese word segmentation and POS. Lattice-LSTM: Zhang and Yang (2018) constructs a word-character lattice network. Bert-Tagger: Devlin et al. (2018) treats partof-speech as a tagging task.  

Results Table 3 presents the experimental results on Chinese datasets. As can be seen, the proposed DSC loss outperforms the best baseline results by a large margin, i.e., outperforming BERT-tagger by $+1.86$ in terms of F1 score on CTB5, $+1.80$ on CTB6 and $+2.19$ on UD1.4. As far as we know, we are achieving SOTA performances on the three datasets. Focal loss only obtains a little performance improvement on CTB5 and CTB6, and the dice loss obtains huge gain on CTB5 but not on CTB6, which indicates the three losses are not consistently robust in solving the data imbalance issue.  

Table 4 presents the experimental results for English datasets.  

  

  

  
Table 5: Experimental results for NER task.  

# 4.2 Named Entity Recognition  

Settings Named entity recognition (NER) is the task of detecting the span and semantic category of entities within a chunk of text. Our implementation uses the current state-of-the-art model proposed by Li et al. (2019) as the backbone, and changes the MLE loss to DSC loss. Datasets that we use include OntoNotes4.0 (Pradhan et al., 2011), MSRA (Levow, 2006), CoNLL2003 (Sang and Meulder, 2003) and OntoNotes5.0 (Pradhan et al., 2013). We report span-level micro-averaged precision, recall and F1.  

Baselines We use the following baselines:  

ELMo: a tagging model with pretraining from Peters et al. (2018).   
Lattice-LSTM: Zhang and Yang (2018) constructs a word-character lattice, only used in Chinese datasets.   
CVT: Clark et al. (2018) uses Cross-View Training(CVT) to improve the representations of a Bi-LSTM encoder.   
Bert-Tagger: Devlin et al. (2018) treats NER as a tagging task.   
Glyce-BERT: Wu et al. (2019) combines Chinese glyph information with BERT pretraining.   
BERT-MRC: Li et al. (2019) formulates NER as a machine reading comprehension task and achieves SOTA results on Chinese and English NER benchmarks.  

Results Table 5 shows experimental results on NER datasets. DSC outperforms BERT-MRC(Li et al., 2019) by $+0.29$ ,$+0.96$ ,$+0.97$ and $+2.36$ respectively on CoNLL2003, OntoNotes5.0, MSRA and OntoNotes4.0. As far as we are concerned, we are setting new SOTA performances on all of the four NER datasets.  

# 4.3 Machine Reading Comprehension  

Settings The task of machine reading comprehension (MRC) (Seo et al., 2016; Wang et al., 2016; Wang and Jiang, 2016; Wang et al., 2016; Shen et al., 2017; Chen et al., 2017) predicts the answer span in the passage given a question and the passage. We followed the standard protocols in Seo et al. (2016), in which the start and end indexes of answer are predicted. We report Extract Match (EM) as well as F1 score on validation set. We use three datasets on this task: SQuAD v1.1, SQuAD v2.0 (Rajpurkar et al., 2016, 2018) and Quoref (Dasigi et al., 2019)."
1,	"false negatives (FNs) and is thus more immune to data-imbalanced datasets. Tversky index extends dice loss by using a weight that trades precision and recall, which can be thought as the approximation of the $F_{\beta}$ score, and thus comes with more flexibility. Therefore, we use dice loss or Tversky index to replace CE loss to address the first issue.  

Only using dice loss or Tversky index is not enough since they are unable to address the dominating influence of easy-negative examples. This is intrinsically because dice loss is actually a soft version of the F1 score. Taking the binary classification task as an example, at test time, an example will be classified as negative as long as its probability is smaller than 0.5, but training will push the value to 0 as much as possible. This gap isn’t a big issue for balanced datasets, but is extremely detrimental if a big proportion of training examples are easynegative ones: easy-negative examples can easily dominate training since their probabilities can be pushed to 0 fairly easily. Meanwhile, the model can hardly distinguish between hard-negative examples and positive ones. Inspired by the idea of focal loss (Lin et al., 2017) in computer vision, we propose a dynamic weight adjusting strategy, which associates each training example with a weight in proportion to $(1-p)$ , and this weight dynamically changes as training proceeds. This strategy helps deemphasize confident examples during training as their probability $p$ approaches 1, making the model attentive to hard-negative examples, and thus alleviates the dominating effect of easy-negative examples. Combing both strategies, we observe significant performance boosts on a wide range of data imbalanced NLP tasks.  

The rest of this paper is organized as follows: related work is presented in Section 2. We describe different proposed losses in Section 3. Experimental results are presented in Section 4. We perform ablation studies in Section 5, followed by a brief conclusion in Section 6.  

# 2 Related Work  

# 2.1 Data Resampling  

The idea of weighting training examples has a long history. Importance sampling (Kahn and Marshall, 1953) assigns weights to different samples and changes the data distribution. Boosting algorithms such as AdaBoost (Kanduri et al., 2018) select harder examples to train subsequent classifiers. Similarly, hard example mining (Malisiewicz et al., 2011) downsamples the majority class and exploits the most difficult examples. Oversampling (Chen et al., 2010; Chawla et al., 2002) is used to balance the data distribution. Another line of data resampling is to dynamically control the weights of examples as training proceeds. For example, focal loss (Lin et al., 2017) used a soft weighting scheme that emphasizes harder examples during training. In self-paced learning (Kumar et al., 2010), example weights are obtained through optimizing the weighted training loss which encourages learning easier examples first. At each training step, selfpaced learning algorithm optimizes model parameters and example weights jointly. Other works (Chang et al., 2017; Katharopoulos and Fleuret, 2018) adjusted the weights of different training examples based on training loss. Besides, recent work (Jiang et al., 2017; Fan et al., 2018) proposed to learn a separate network to predict sample weights.  

# 2.2 Data Imbalance Issue in Computer Vision  

The background-object label imbalance issue is severe and thus well studied in the field of object detection (Li et al., 2015; Girshick, 2015; He et al., 2015; Girshick et al., 2013; Ren et al., 2015). The idea of hard negative mining (HNM) (Girshick et al., 2013) has gained much attention recently. Pang et al. (2019) proposed a novel method called IoU-balanced sampling and Chen et al. (2019) designed a ranking model to replace the conventional classification task with an average-precision loss to alleviate the class imbalance issue. The efforts made on object detection have greatly inspired us to solve the data imbalance issue in NLP.  

Sudre et al. (2017) addressed the severe class imbalance issue for the image segmentation task. They proposed to use the class re-balancing property of the Generalized Dice Loss as the training objective for unbalanced tasks. Shen et al. (2018) investigated the influence of Dice-based loss for multi-class organ segmentation using a dataset of abdominal CT volumes. Kodym et al. (2018) proposed to use the batch soft Dice loss function to train the CNN network for the task of segmentation of organs at risk (OAR) of medical images. Shamir et al. (2019) extended the definition of the classical Dice coefficient to facilitate the direct comparison of a ground truth binary image with a probabilistic map. In this paper, we introduce dice loss into NLP tasks as the training objective and propose a dynamic weight adjusting strategy to address the dominating influence of easy-negative examples.  

# 3 Losses  

# 3.1 Notation  

For illustration purposes, we use the binary classification task to demonstrate how different losses work. The mechanism can be easily extended to multi-class classification. Let $X$ denote a set of training instances and each instance $x_{i}\in X$ is associated with a golden binary label $y_{i}=\left[y_{i0},y_{i1}\right]$ denoting the ground-truth class $x_{i}$ belongs to, and $p_{i}\,=\,[p_{i0},p_{i1}]$ is the predicted probabilities of the two classes respectively, where $y_{i0},y_{i"
    ```
    
The accuracy of BERT+CE on SST-2 is 94.90%, while the accuracy of BERT+DL on SST-2 is 94.37%. The difference in accuracy between BERT+CE and BERT+DL on SST-2 is 0.53%.
mm_response:
['The accuracy of BERT+CE on SST-2 is 94.90%, while the accuracy of BERT+DL on SST-2 is 94.37%. Therefore, the accuracy of BERT+CE exceeds that of BERT+DL by 0.53 percentage points on SST-2.', 'The accuracy of BERT+CE on SST-2 is 94.90%, while the accuracy of BERT+DL on SST-2 is 94.37%. Therefore, the accuracy of BERT+CE exceeds that of BERT+DL by 0.53 percentage points.', 'The accuracy of BERT+CE on SST-2 is 94.90%, while that of BERT+DL is 94.37%. Therefore, the accuracy of BERT+CE exceeds that of BERT+DL by 0.53%.']
merged_mm_response:
The accuracy of BERT+CE on SST-2 exceeds that of BERT+DL by 0.53 percentage points.

    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"BERT+CE",	"MODEL",	"A model that combines BERT with Cross-Entropy loss, achieving 94.90% accuracy on SST-2 and 55.57% on SST-5. BERT is used in experiments for sentiment classification tasks and is fine-tuned with different training objectives.",	21
1,	"BERT-MRC+DL",	"ORGANIZATION",	"An enhanced version of BERT-MRC with a precision of 93.22, recall of 93.12, and F1 score of 93.17, showing an improvement of +0.12 over BERT-MRC.",	4
2,	"BERT-MRC+DSC",	"ORGANIZATION",	"An enhanced version of BERT-MRC with a precision of 93.41, recall of 93.25, and F1 score of 93.33, showing the highest improvement of +0.29 over BERT-MRC.",	7
3,	"BERT+DL",	"ORGANIZATION",	"BERT+DL is an enhanced version of BERT-Tagger with dynamic loss, which is a strategy to address data imbalance issues in training by adjusting the loss function to give less weight to the majority class and more weight to the minority class.",	16
4,	"BERT+DSC",	"ORGANIZATION",	"BERT+DSC is an enhanced version of BERT-Tagger with dynamic sampling consistency, which is a method to address data imbalance by changing the data distribution during training, either through weighting factors or resampling the datasets.",	16
5,	"BERT-MRC+FL",	"ORGANIZATION",	"An enhanced version of BERT-MRC with a precision of 93.13, recall of 93.09, and F1 score of 93.11, showing an improvement of +0.06 over BERT-MRC.",	4
6,	"Table 6: Experimental results for MRC task.",	"IMG_ENTITY",	"A table comparing the performance of different models on two datasets, MRPC and QQP, using the F1 score metric. The table includes variations of BERT and XLNet models with additional techniques (FL, DL, DSC) applied to them.",	1
7,	"IMAGE_11",	"ORI_IMG",	"The image is a table labeled 'Table 8: The effect of different data augmentation ways for QQP in terms of F1-score.' The table is structured with two main columns: SST-2 and SST-5, each representing different datasets. Under each dataset, there are two sub-columns labeled 'Acc' for accuracy. The rows represent different models used for data augmentation: BERT+CE, BERT+DL, and BERT+DSC. The values in the table are as follows: for SST-2, BERT+CE has an accuracy of 94.90%, BERT+DL has 94.37%, and BERT+DSC has 94.84%. For SST-5, BERT+CE has an accuracy of 55.57%, BERT+DL has 54.63%, and BERT+DSC has 55.19%. The table highlights the performance of different models across the two datasets, with BERT+CE achieving the highest accuracy on both SST-2 and SST-5.",	7
8,	"BERT+FL",	"ORGANIZATION",	"An enhanced version of BERT that incorporates a focal loss function to improve its performance on imbalanced datasets. Focal loss is one of the losses compared in the paper, showing little performance improvement on CTB5 and CTB6.",	15
9,	"ORIGINAL",	"EVENT",	"The original performance metric of the BERT model without any additional enhancements or modifications. SQuAD v1.1 is a dataset used for evaluating the performance of models in the task of answering questions.",	6
    ```
    -----Relationships-----
    ```csv
    "id",	"source",	"target",	"description",	"weight",	"rank"
0,	"BERT+CE",	"BERT+DSC",	"BERT+DSC achieves the highest EM and F1 scores among all BERT-based models on SQuAD v1.1 and QuoRef.",	9.0,	37
1,	"BERT+CE",	"BERT+DL",	"BERT+DL demonstrates significant improvements over BERT in EM and F1 scores on SQuAD v1.1 and QuoRef.",	8.0,	37
